####Christians####
####Religion Flavor - Islamo-Syncretic####
GOD_BAHA;Bahá;;;;;;;;;;;;;x
GOD_ALI;Ali;;;;;;;;;;;;;x
GOD_Al_HAKIM;Al-Hakim;;;;;;;;;;;;;x
GOD_HASAN;Hasan;;;;;;;;;;;;;x
GOD_ADAM;Adam;;;;;;;;;;;;;x
GOD_KHOWDA;Khwoda;;;;;;;;;;;;;x
GOD_TAWUSE_MELEK;Tawusê Melek;;;;;;;;;;;;;x
GOD_SHEIKH_ALI;Sheikh Adi;;;;;;;;;;;;;x
GOD_SHEMSEDIN;Shemsedin;;;;;;;;;;;;;x
GOD_FEKHREDIN;Fekhredin;;;;;;;;;;;;;x
GOD_SAJADIN;Sajadin;;;;;;;;;;;;;x
GOD_NASIRIDIN;Nasirdin;;;;;;;;;;;;;x
GOD_SHEIKH_HASAN;Sheikh Hasan;;;;;;;;;;;;;x
GOD_PIR_BUB;Pir Bub;;;;;;;;;;;;;x
GOD_BAHAULLAH;Bahá'u'lláh;;;;;;;;;;;;;x
GOD_BAB;Bab;;;;;;;;;;;;;x
GOD_HUNDRED_NAMES;The Hundred Named God;;;;;;;;;;;;;x
GOD_ABSENCE;Absence;;;;;;;;;;;;;x
GOD_KAVANDAGAR;Kavandagar;;;;;;;;;;;;;x
GOD_SULTAN_SAHAK;Sultan Sahak;;;;;;;;;;;;;x
GOD_SHAH_KHOSHIN;Shah Khoshin;;;;;;;;;;;;;x
GOD_BENYAMIN;Benyamin;;;;;;;;;;;;;x
GOD_DAWUD;Dawud;;;;;;;;;;;;;x
GOD_DAWAN;Dawan;;;;;;;;;;;;;x
GOD_BABA_YADEGAR;Baba Yadegar;;;;;;;;;;;;;x
GOD_KHATUN_E_RABAR;Khatun-e Rabar;;;;;;;;;;;;;x
GOD_KRISHNA;Krishna;;;;;;;;;;;;;x
GOD_MUHAMMAD;Muhammad;;;;;;;;;;;;;x
GOD_ABRAHAM;Abraham;;;;;;;;;;;;;x
GOD_SALMAN;Salman;;;;;;;;;;;;;x
GOD_AIN_MEEM_SEEN;'Ain-Meem-Seen;;;;;;;;;;;;;x
QWALS;Qwals;;;;;;;;;;;;;x
THE_EPISTLES_OF_WISDOM;Rasa'il al-Hikmah;;;;;;;;;;;;;x
KITAB_AL_AQDAS;Al-Kitáb Al-Aqdas;;;;;;;;;;;;;x
NAHJ_AL_BALAGHA;Nahj al-Balagha;;;;;;;;;;;;;x
KITAB_E_SARANJAM;Kitab e-Saranjam;;;;;;;;;;;;;x
BABA_SHEIKH;Baba Sheikh;;;;;;;;;;;;;x
####Religion Flavor - Sun King Cultist & Chevalier ####
THE_SOLAR_GOD;Le Dieu Solaire;;;;;;;;;;;;;x
CHRIST_THE_KING;Christ le Roi;;;;;;;;;;;;;x
THE_VIRGIN_QUEEN;La Vierge Reine;;;;;;;;;;;;;x
THE_MAID;La Bonne;;;;;;;;;;;;;x
THE_USURPER;L'Usurpateur;;;;;;;;;;;;;x
SATAN;Satan;;;;;;;;;;;;;x
LUCIFER;Lucifer;;;;;;;;;;;;;x
MARIANNE;Marianne;;;;;;;;;;;;;x
LE_DIABLE;Le Diable;;;;;;;;;;;;;x
DIEU;Dieu;;;;;;;;;;;;;x
LES_NEUF_PREUX;Les Neuf Preux;;;;;;;;;;;;;x
SAINT_ESPRIT;Le Saint-Esprit;;;;;;;;;;;;;x
VIERGE;La Vierge;;;;;;;;;;;;;x
GANELON;Ganelon;;;;;;;;;;;;;x
MORDRED;Mordred;;;;;;;;;;;;;x
SOLARQUE;Solarque;;;;;;;;;;;;;x
SOLARQUE_FOA;Your Radiance;;;;;;;;;;;;;x
SOLARCHIE_OF;Solarchie of;;;;;;;;;;;;;x
LES_LOIS_FONDAMENTALES;Les Lois Fondamentales;;;;;;;;;;;;;x
####Religion Flavor - Jacobin####
job_spiritual_jacobin;Préfet;;;;;;;;;;;;;x
GOD_MARIANNE;Marianne;;;;;;;;;;;;;x
GOD_LIBERTY;Liberté;;;;;;;;;;;;;x
GOD_EQUALITY;Égalité;;;;;;;;;;;;;x
GOD_FRATERNITY;Fraternité;;;;;;;;;;;;;x
GOD_TYRANNY;La Tyrannie;;;;;;;;;;;;;x
GOD_THE_PERFIDIOUS;Le Perfidieux;;;;;;;;;;;;;x
GOD_CHIENLIT;La Chienlit;;;;;;;;;;;;;x
GOD_GIRONDE;La Gironde;;;;;;;;;;;;;x
THE_DECLARATION;La Déclaration;;;;;;;;;;;;;x
jacobin_FEATURES;If possible, add in cultural conversion, reduced vassal opinion and increased demesne limit.;;;;;;;;;;;;;x
####Religion Flavor - Sjótrú####
GOD_THE_SEA;The Sea;;;;;;;;;;;;;x
GOD_NJORD;Njörður;;;;;;;;;;;;;x
GOD_LEIF;Leif;;;;;;;;;;;;;x
GOD_FATHER_RAVEN;Father Raven;;;;;;;;;;;;;x
GOD_THE_SEA_MOTHER;The Sea Mother;;;;;;;;;;;;;x
THE_MOUNTAIN_WALKER;The Mountain Walker;;;;;;;;;;;;;x
THE_SAGAS;The Sagas;;;;;;;;;;;;;x
####Religion Flavor - Lusitanian####
GOD_LUSUS;Lusus;;;;;;;;;;;;;x
GOD_JUPITER;Jupiter;;;;;;;;;;;;;x
GOD_VENUS;Venus;;;;;;;;;;;;;x
GOD_MERCURY;Mercury;;;;;;;;;;;;;x
GOD_THE_FATES;The Fates;;;;;;;;;;;;;x
BACCHUS;Bacchus;;;;;;;;;;;;;x
STORYTELLER;Storyteller;;;;;;;;;;;;;x
THE_LUSIADS;Os Lusíadas;;;;;;;;;;;;;x
####Religion Flavor - Jumism####
GOD_KUGO_JUMA;Kugo Juma;;;;;;;;;;;;;x
GOD_MASTORAVA;Mastorava;;;;;;;;;;;;;x
GOD_SHUNDY_MUMY;Shundy-Mumy;;;;;;;;;;;;;x
GOD_TYLZE;Tylze;;;;;;;;;;;;;x
GOD_UZHARA;Uzhara;;;;;;;;;;;;;x
GOD_IN_MUMY;In-Mumy;;;;;;;;;;;;;x
GOD_KWAZ;Kwaz;;;;;;;;;;;;;x
GOD_KEREMET;Keremet;;;;;;;;;;;;;x
THE_SONGS;The Songs;;;;;;;;;;;;;x
####Religion Flavor - Jewish####
GOD_HASHEM;HaShem;;;;;;;;;;;;;x
BAAL;Ba'al;;;;;;;;;;;;;x
YETZER_HARA;Yetzer Ha'Ra;;;;;;;;;;;;;x
####Religion Flavor - Christian####
high_church_FEATURES; A sufficiently powerful Anglican leader can vassalize the Archbishop of Canterbury.;;;;;;;;;;;;;x
ARCHBISHOP;Archbishop;;;;;;;;;;;;;x
####Religion Flavor - Folketro, Forn Sed, and Ny Sed####
GOD_HERREN;The Hidden Folk;;;;;;;;;;;;;x
GOD_THE_DRAGONSLAYER;Dragonslayer;;;;;;;;;;;;;x
GOD_THE_ELVES;The Elves;;;;;;;;;;;;;x
THE_TROLLS;The Trolls;;;;;;;;;;;;;x
KRAKEN;Kraken;;;;;;;;;;;;;x
THE_DEVIL;The Devil;;;;;;;;;;;;;x
GOD_GUD;Gud;;;;;;;;;;;;;x
SANTA_LUCIA;Santa Lucia;;;;;;;;;;;;;x
SANKTE_PAR;Sankte Per;;;;;;;;;;;;;x
SANKT_OLAV;Sankt Olav;;;;;;;;;;;;;x
GOD_THE_ETERNAL_KING;The Eternal King;;;;;;;;;;;;;x
GOD_THE_ALLFATHER;The All-Father;;;;;;;;;;;;;x
GOD_LUSSI;Lussi;;;;;;;;;;;;;x
GOD_THE_MOUNTAIN_KING;The Mountain King;;;;;;;;;;;;;x
GOD_THE_FIDDLER;The Fiddler;;;;;;;;;;;;;x
GOD_FENRIR;Fenrir;;;;;;;;;;;;;x
GOD_MODER_JORD;Moder Jord;;;;;;;;;;;;;x
GOD_FENRIR;Fenrir;;;;;;;;;;;;;x
GOD_PESTA;Pesta;;;;;;;;;;;;;x
FADER;Fader;;;;;;;;;;;;;x
WILD_HUNT;Wild Hunt;;;;;;;;;;;;;x
####Religion Flavor - Ruist####
GOD_TIAN;Tian;;;;;;;;;;;;;x
GOD_YUDI;Yudi;;;;;;;;;;;;;x
GOD_HUANGDI;Huangdi;;;;;;;;;;;;;x
THE_FIVE_CONSTANTS;Wuchang;;;;;;;;;;;;;x
GOD_KONGFUZI;Kongfuzi;;;;;;;;;;;;;x
GOD_MENGZI;Mengzi;;;;;;;;;;;;;x
MA;Ma;;;;;;;;;;;;;x
WUJING;Wujing;;;;;;;;;;;;;x
XIAO;Xiao;;;;;;;;;;;;;x
LISHENG;Lisheng;;;;;;;;;;;;;x
####Religion Flavor - Daoist####
GOD_DAO;Dao;;;;;;;;;;;;;x
GOD_YUANSHI;Yuanshi Tianzun;;;;;;;;;;;;;x
GOD_DAODE;Daode Tianzun;;;;;;;;;;;;;x
GOD_LINGBAO;Lingbao Tianzun;;;;;;;;;;;;;x
GOD_BEIDOU;Beidou Qixing Jun;;;;;;;;;;;;;x
GOD_XIWANGMU;Xiwangmu;;;;;;;;;;;;;x
MA;Ma;;;;;;;;;;;;;x
DAODEJING;Daodejing;;;;;;;;;;;;;x
####Religion Flavor - Mahayana####
GOD_BUDDHA;Shakyamuni;;;;;;;;;;;;;x
GOD_DHAMA;Dhamma;;;;;;;;;;;;;x
GOD_METTEYYA;Metteyya;;;;;;;;;;;;;x
GOD_BODDHISATTVA;Boddhisattva;;;;;;;;;;;;;x
GOD_AVALOKITESHVARA;Avalokiteshvara;;;;;;;;;;;;;x
GOD_AMITABHA;Amitabha;;;;;;;;;;;;;x
MARA;Mara;;;;;;;;;;;;;x
NARAKA;Naraka;;;;;;;;;;;;;x
MAHAYANA_SUTRAS;Mahayana Sutras;;;;;;;;;;;;;x
B_BHIKSHU;Bhikshu;;;;;;;;;;;;;x
####Religion Flavor - Thelema####
GOD_THE_WILL;The Will;;;;;;;;;;;;;x
GOD_NUIT;Nuit;;;;;;;;;;;;;x
GOD_HADIT;Hadit;;;;;;;;;;;;;x
GOD_RA_HOOR_KHUIT;Ra-Hoor-Khuit;;;;;;;;;;;;;x
GOD_GUNTHER;Gunther;;;;;;;;;;;;;x
GOD_SECKLER;Seckler;;;;;;;;;;;;;x
GOD_PARSONS;Parsons;;;;;;;;;;;;;x
GOD_JESUS;Jesus;;;;;;;;;;;;;x
THE_BOOK_OF_THE_LAW;The Book of the Law;;;;;;;;;;;;;x
AA;AA;;;;;;;;;;;;;x
####Religion Flavor - Glorianism####
GOD_THE_VIRGIN_QUEEN;Virginia;;;;;;;;;;;;;x
GOD_THE_QUEEN;The Queen;;;;;;;;;;;;;x
GOD_ALBION;Albion;;;;;;;;;;;;;x
GOD_THE_BARD;The Merry Bard;;;;;;;;;;;;;x
GOD_THE_HOLY_LAMB;The Holy Lamb;;;;;;;;;;;;;x
GOD_DRAGON;The Crimson Dragon;;;;;;;;;;;;;x
GOD_ERIS;Eris;;;;;;;;;;;;;x
THE_GREAT_CHARTER;The Great Charter;;;;;;;;;;;;;x
PRIME_MINISTER;Prime Minister;;;;;;;;;;;;;x
PRIME_MINISTER_FOA;Right Honorable;;;;;;;;;;;;;x
LORD_SPIRITUAL;Lord Spiritual;;;;;;;;;;;;;x
#####Traits#####
high_anglican;High Church;;;;;;;;;;;;;x
high_anglican_desc;This character is a follower of the High Church, a believer in the Anglo-Catholic tradition.;;;;;;;;;;;;;x
broad_anglican;Broad Church;;;;;;;;;;;;;x
broad_anglican_desc;This character is a follower of the Broad Church, believing in a middle ground on principles of church authority and rituals.;;;;;;;;;;;;;x
low_anglican;Low Church;;;;;;;;;;;;;x
low_anglican_desc;This character is a follower of the Low Church, believing in a decentralized church and less emphasis on rituals.;;;;;;;;;;;;;x
patron_marianne;Marianne;;;;;;;;;;;;;x
patron_marianne_desc;You have chosen to focus on the virtue of Equality and take inspiration from Marianne, an antediluvian figure who was said to have lead the Jacobin faithful during the earliest days of the faith.;;;;;;;;;;;;;x
patron_the_emperor;The Emperor;;;;;;;;;;;;;x
patron_the_emperor_desc;You have chosen to focus on the virtue of Fraternity and take inspiration from the Emperor, a great conqueror who nearly united the world under the Jacobin faith, only falling against the combined forces of all the Perfidious.;;;;;;;;;;;;;x
patron_the_general;The General;;;;;;;;;;;;;x
patron_the_general_desc;You have chosen to focus on the virtue of Liberty and take inspiration from the General, who, in the darkest hours of history, fought tirelessly for the freedom of the Jacobin faith and saved it from total destruction.;;;;;;;;;;;;;x
###########Piety Localization###########
STAT_PIETY_ENLIGHTENMENT;Enlightenment;;;;;;;;;;;;;x
STAT_PIETY_MENU_ENLIGHTENMENT;Enlightenment;;;;;;;;;;;;;x
STAT_PIETY_DESC_ENLIGHTENMENT;Enlightenment is respected by the clergy and especially the head of your Religion. It can be spent to petition the head of your Religion. Like Prestige, it is added to your score on the death of a ruler.;;;;;;;;;;;;;x
STAT_PIETY_GRANDEUR;Grandeur;;;;;;;;;;;;;x
STAT_PIETY_MENU_GRANDEUR;Grandeur;;;;;;;;;;;;;x
STAT_PIETY_DESC_GRANDEUR;Grandeur is respected by the clergy and especially the head of your Religion. It can be spent to petition the head of your Religion. Like Prestige, it is added to your score on the death of a ruler.;;;;;;;;;;;;;x
STAT_PIETY_XIAO;Xiao;;;;;;;;;;;;;x
STAT_PIETY_MENU_XIAO;Xiao;;;;;;;;;;;;;x
STAT_PIETY_DESC_XIAO;Xiao is respected by the clergy and especially the head of your Religion. It can be spent to petition the head of your Religion. Like Prestige, it is added to your score on the death of a ruler.;;;;;;;;;;;;;x
